id,source,title,setting,stationType,suggested_status,suggested_category,confidence,rationale,already_annotated,human_validated_status,human_validated_category,human_notes
USMLE-29,USMLE,Problèmes de sommeil - Femme 20 ans,Clinique de médecine générale,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false,B,,
USMLE-30,USMLE,Respiration bruyante enfant - Fillette 2 ans,Consultation téléphonique au cabinet,teleconsultation,C,,0.40,"[teleconsult_non_violence] Téléconsultation hors maltraitance — responsabilité médicale, hors scope Phase 6 J1",false,B,,
USMLE-31,USMLE,Douleurs abdominales - Femme 21 ans,Service d'urgences,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false,B,,
USMLE-32,USMLE,Troubles mémoire - Femme 65 ans,Clinique de médecine générale,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false,B,,
USMLE-33,USMLE,Fatigue - Homme 46 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false,B,,
USMLE-34,USMLE,Fatigue et violence domestique - Femme 32 ans,Cabinet médical,anamnese_examen,A,signalement_maltraitance,1.00,Déjà annotée Phase 5 — legalContext présent dans la fixture,true,A,signalement_maltraitance,
USMLE-35,USMLE,Hallucinations visuelles - Homme 27 ans,Service d'urgences,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false,B,,
USMLE-36,USMLE,Examen médical pré-embauche - Homme 32 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false,B,,
USMLE-37,USMLE,Sang dans les selles - Homme 55 ans,Clinique de médecine générale,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false,B,,
USMLE-38,USMLE,Tremblement - Homme 66 ans,Clinique de médecine générale,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false,B,,
USMLE-39,USMLE,Prise de poids - Femme 30 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false,B,,
USMLE-40,USMLE,Diarrhée nourrisson - Fille 6 mois,Consultation téléphonique au cabinet,teleconsultation,C,,0.40,"[teleconsult_non_violence] Téléconsultation hors maltraitance — responsabilité médicale, hors scope Phase 6 J1",false,B,,
USMLE-41,USMLE,Énurésie nocturne - Garçon 8 ans,Cabinet médical,pediatrie_accompagnant,C,,0.40,"[pediatrics_no_redflag] Pédiatrie standard sans red flag de maltraitance — consentement parental implicite, hors scope Phase 5/6",false,B,,
USMLE-42,USMLE,Convulsions enfant - Fille 11 mois,Service d'urgences,pediatrie_accompagnant,C,,0.40,"[pediatrics_no_redflag] Pédiatrie standard sans red flag de maltraitance — consentement parental implicite, hors scope Phase 5/6",false,B,,
USMLE-43,USMLE,Mal de gorge - Homme 21 ans,Cabinet médical,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false,B,,
USMLE-44,USMLE,Perte de connaissance - Homme 49 ans,Service d'urgences,anamnese_examen,C,,0.40,[usmle_amboss_non_pediatric_no_match] Source USMLE/AMBOSS non triviale à transposer en droit CH — vérifier expert avant annotation,false,B,,
